title,platform,fix_date,developer,genre,user_score,category
"Football Manager Touch 2016",PC,30-11-2015,"Sports Interactive","Sports, Team, Soccer, Management",4.6,"Not Bad"
"Football Manager Touch 2017",iOS,03-11-2016,Sega,"Sports, Team, Soccer, Management",4.6,"Not Bad"
"Football Manager Touch 2017",PC,04-11-2016,"Sports Interactive","Sports, Team, Soccer, Management",4.6,"Not Bad"
"Football Manager Touch 2018",iOS,23-11-2017,Sega,"Sports, Team, Soccer, Management",4.6,"Not Bad"
"Football Manager Touch 2018",PC,09-11-2017,"Sports Interactive","Sports, Team, Soccer, Management",4.6,"Not Bad"
"Forgotten Worlds",WII,17-11-2008,Capcom,"Action, Shooter, Scrolling",4.6,"Not Bad"
"Gain Ground",PC,01-06-2010,Sega,"Action, General, General, Shooter, "Shoot-Em-Up""",4.6,"Not Bad"
"Galaxy Force II",PC,13-09-2010,"Sega AM2","Action, General, Shooter, Rail",4.6,"Not Bad"
"Galaxy Force II",WII,11-05-2009,CRI,"Action, General",4.6,"Not Bad"
"GO DANCE",iOS,12-09-2013,Sega,"Miscellaneous, Rhythm, Music",4.6,"Not Bad"
"Godsrule: War of Mortals",iOS,06-06-2013,Sega,"Action, General",4.6,"Not Bad"
"Golden Axe",iOS,17-06-2009,Sega,"Action, "Beat-Em-Up""",4.6,"Not Bad"
"Golden Axe II",iOS,21-04-2011,Sega,"Action, General, "Beat-Em-Up""",4.6,"Not Bad"
"Golden Axe II",WII,11-06-2007,Sega,"Action, "Beat-Em-Up"""",4.6,"Not Bad"
"Golden Axe III",iOS,12-05-2011,Sega,"Action, General, "Beat-Em-Up""",4.6,"Not Bad"
"Golden Axe III",WII,22-10-2007,Sega,"Action, "Beat-Em-Up"""",4.6,"Not Bad"
"Golden Axe: Beast Rider",PS3,14-10-2008,"Secret Level","Action, General, General",5.7,"Not Bad"
"Golden Axe: Beast Rider",X360,14-10-2008,"Secret Level","Action, General, General",5.9,"Not Bad"
"Golden Axed",PC,18-10-2020,"The Eccentric Ape","Action, "Beat-Em-Up""",4.6,"Not Bad"
"Gunstar Heroes",iOS,22-11-2010,Sega,"Action, General, Platformer, Shooter, 2D, Scrolling, "Shoot-Em-Up""",4.6,"Not Bad"
"Happy Tree Friends: False Alarm",PC,25-06-2008,"Stainless Games","Action, General, General",5.1,"Not Bad"
"Happy Tree Friends: False Alarm",X360,25-06-2008,"Stainless Games","Action, General, General",5.8,"Not Bad"
"Hatsune Miku VR",PC,08-03-2018,"Crypton Future Media","Action, Rhythm, Music",4.6,"Not Bad"
"Hatsune Miku: Project Diva Future Tone - 1st Encore Pack",PS4,07-02-2017,Sega,"Action, Rhythm, Music",4.6,"Not Bad"
"Hatsune Miku: Project Diva Future Tone - 2nd Encore Pack",PS4,07-03-2017,Sega,"Action, Rhythm, Music",4.6,"Not Bad"
"Hatsune Miku: Project Diva Future Tone - 3rd Encore Pack",PS4,04-04-2017,Sega,"Action, Rhythm, Music",4.6,"Not Bad"
"Hatsune Miku: Project Diva Future Tone - Extra Encore Pack",PS4,14-12-2017,Sega,"Action, Rhythm, Music",4.6,"Not Bad"
"Hatsune Miku: Project Diva Future Tone - Mega Mix Encore 2",PS4,14-07-2020,Sega,"Action, Rhythm, Music",4.6,"Not Bad"
"Hell Yeah! Pimp My Rabbit Pack",PC,24-10-2012,"Arkedo Studio","Action, Platformer, Platformer, 2D, 2D",4.6,"Not Bad"
"Hell Yeah! Pimp My Rabbit Pack",PS3,23-10-2012,"Arkedo Studio","Action, Platformer, Platformer, 2D, 2D",4.6,"Not Bad"
"Hell Yeah! Pimp My Rabbit Pack",X360,24-10-2012,"Arkedo Studio","Action, Platformer, Platformer, 2D, 2D",4.6,"Not Bad"
"Hell Yeah! Virtual Rabbit Missions",PC,24-10-2012,"Arkedo Studio","Action, Platformer, Platformer, 2D, 2D",4.6,"Not Bad"
"Hell Yeah! Virtual Rabbit Missions",PS3,23-10-2012,"Arkedo Studio","Action, Fighting, Platformer, 2D, 2D",4.6,"Not Bad"
"Hell Yeah! Virtual Rabbit Missions",X360,24-10-2012,"Arkedo Studio","Action, Fighting, Platformer, 2D, 2D",4.6,"Not Bad"
"HELP: The Game",PC,26-07-2016,"Sports Interactive","Miscellaneous, Party / Minigame",4.6,"Not Bad"
"Humankind: Cultures of Africa",PC,20-01-2022,"Amplitude Studios","Strategy, Turn-Based, General, 4X",4.6,"Not Bad"
"Humankind: Together We Rule",PC,09-11-2022,"Amplitude Studios","Strategy, Turn-Based, 4X",4.6,"Not Bad"
"Idola Phantasy Star Saga",iOS,17-09-2020,Sega,"Role-Playing, Action RPG",4.6,"Not Bad"
"Iron Man",DS,02-05-2008,"Artificial Mind and Movement","Action, Action Adventure, General, General",5.4,"Not Bad"
"Iron Man",PS2,02-05-2008,"Artificial Mind and Movement","Action, General",5.4,"Not Bad"
"Iron Man",PS3,02-05-2008,"Secret Level","Action, Action Adventure, General, General",6,"Not Bad"
"Iron Man",X360,02-05-2008,"Secret Level","Action, Action Adventure, General, General",5.8,"Not Bad"
"Iron Man 2",PS3,04-05-2010,"Sega Studios San Francisco","Action, Action Adventure, General, General",5.1,"Not Bad"
"Iron Man 2",PSP,03-05-2010,"High Voltage Software","Action, Action Adventure, General, General",6,"Not Bad"
"Iron Man 2",WII,04-05-2010,"High Voltage Software","Action, Action Adventure, General, General",4.3,"Not Bad"
"Iron Man 2",X360,04-05-2010,"Sega Studios San Francisco","Action, Action Adventure, General, General",5.8,"Not Bad"
"Jack Lumber",iOS,16-08-2012,"Owlchemy Labs","Action, General, General, Arcade",4.6,"Not Bad"
"Jambo! Safari: Animal Rescue",DS,19-01-2010,"Full Fat","Driving, Racing, Arcade, Arcade, Automobile",4.6,"Not Bad"
"Kid Chameleon",iOS,21-06-2017,Sega,"Action, Platformer, 2D",4.6,"Not Bad"
"Kid Chameleon",WII,28-05-2007,Sega,"Action, General",4.6,"Not Bad"
"Kingdom Conquest II",iOS,17-01-2013,Sega,"Role-Playing, General, General",4.6,"Not Bad"
"Kingdom Conquest: Dark Empire",iOS,11-10-2016,"Hardlight Studio","Strategy, Real-Time, MOBA",4.6,"Not Bad"
"LandStalker: The Treasures of King Nole",WII,03-09-2007,"Climax Entertainment","Role-Playing, Console-style RPG",4.6,"Not Bad"
"Last Bronx",PC,19-02-1998,Sega,"Action, Fighting, Fighting, 2D, 3D",4.6,"Not Bad"
"League of Wonderland",iOS,30-09-2019,Sega,"Strategy, Real-Time, Tactics",4.6,"Not Bad"
"Let's Catch",WII,15-06-2009,Prope,"Action, General, General",4.6,"Not Bad"
"Light Crusader",PC,26-01-2011,Sega,"Role-Playing, Action Adventure, Action RPG, Action RPG, Open-World",4.6,"Not Bad"
"Light Crusader",WII,31-12-2007,Treasure,"Role-Playing, Action RPG",4.6,"Not Bad"
"Like a Dragon Gaiden: The Man Who Erased His Name",PC,09-11-2023,"Ryu ga Gotoku Studios","Action Adventure, General",4.6,"Not Bad"
"Like a Dragon Gaiden: The Man Who Erased His Name",PS4,09-11-2023,"Ryu ga Gotoku Studios","Action Adventure, General",4.6,"Not Bad"
"Like a Dragon Gaiden: The Man Who Erased His Name",XONE,09-11-2023,"Ryu ga Gotoku Studios","Action Adventure, General",4.6,"Not Bad"
"Lost Judgment",XONE,21-09-2021,"Sega,  Ryu ga Gotoku Studios","Action Adventure, Open-World",5.5,"Not Bad"
"Lost Judgment: The Kaito Files",PS4,28-03-2022,"Ryu ga Gotoku Studios","Action Adventure, Open-World",4.6,"Not Bad"
"Lost Judgment: The Kaito Files",XONE,28-03-2022,"Ryu ga Gotoku Studios","Action Adventure, Open-World",4.6,"Not Bad"
"Love Thyself - A Horatio Story",PC,01-04-2019,"Amplitude Studios","Adventure, General, Visual Novel",4.6,"Not Bad"
M.U.S.H.A.,WII,19-01-2009,Compile,"Action, Shooter, Scrolling",4.6,"Not Bad"
Malkia,PC,26-07-2016,"Sports Interactive","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Medieval: Total War Gold Edition",PC,14-02-2006,"Creative Assembly","Strategy, Real-Time, Historic, General",4.6,"Not Bad"
Mercs,WII,09-02-2009,Sega,"Action, Shooter, Scrolling",4.6,"Not Bad"
"Miku Flick",iOS,09-04-2012,Sega,"Action, Miscellaneous, Rhythm, Music, Music",4.6,"Not Bad"
"Miku Flick/02",iOS,10-08-2012,Sega,"Action, General, General",4.6,"Not Bad"
"Mind Quiz",PSP,31-10-2006,"Ubisoft,  Sega","Miscellaneous, Edutainment, Edutainment",6,"Not Bad"
"Mission DLC Pack for Valkyria Chronicles II",PSP,28-09-2010,Sega,"Role-Playing, Strategy, Action RPG, Turn-Based, Historic, Historic, Tactics",4.6,"Not Bad"
"Monster World IV",PS3,22-05-2012,M2,"Action, Platformer, Platformer, 2D, 2D",4.6,"Not Bad"
"Monster World IV",PS4,28-05-2021,"West One","Action, Platformer, 2D",4.6,"Not Bad"
"Motorsport Manager: Endurance Series",PC,01-11-2017,"Playsport Games,  Playsport Games Ltd","Simulation, Virtual, Career",4.6,"Not Bad"
"Napoleon: Total War - Coalition Battle Pack",PC,05-05-2010,"Creative Assembly","Strategy, Real-Time, Historic, General, Historic",4.6,"Not Bad"
"Napoleon: Total War - Heroes of the Napoleonic Wars",PC,18-06-2012,"Creative Assembly","Strategy, Real-Time, Historic, General, Historic",4.6,"Not Bad"
"Napoleon: Total War - Imperial Eagle Pack",PC,18-06-2012,"Creative Assembly","Strategy, Real-Time, Historic, General, Historic",4.6,"Not Bad"
"Napoleon: Total War - Imperial Guard Pack",PC,26-03-2010,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"NBA 2K2",GC,20-03-2002,"Visual Concepts","Sports, Traditional, Basketball, Sim",6,"Not Bad"
"NBA Action 98",PC,31-10-1997,"Sega,  Visual Concepts","Sports, Traditional, Team, Basketball, Sim, Sim",4.6,"Not Bad"
"NCAA College Basketball 2K3",GC,02-12-2002,"Kush Games","Sports, Traditional, Basketball, Sim",4.6,"Not Bad"
"NCAA College Football 2K3",XBOX,13-08-2002,"Avalanche Software","Sports, Traditional, Football, Sim",4.6,"Not Bad"
NeverMine,PC,26-07-2016,"Torn Banner Studios","Action, General",4.6,"Not Bad"
"Octamari Rescue",PC,26-07-2016,"Sumo Digital","Puzzle, Matching",4.6,"Not Bad"
"Olympic Games Tokyo 2020: The Official Video Game",PC,22-06-2021,Sega,"Sports, Individual, Athletics",4.8,"Not Bad"
"Olympic Games Tokyo 2020: The Official Video Game",PS4,22-06-2021,Sega,"Sports, Individual, Athletics",4.8,"Not Bad"
"Olympic Games Tokyo 2020: The Official Video Game",XONE,22-06-2021,Sega,"Sports, Individual, Athletics",5.4,"Not Bad"
"Persona 3 Portable",PC,19-01-2023,Atlus,"Role-Playing, Japanese-Style",4.7,"Not Bad"
"Persona 3 Reload",XONE,02-02-2024,P-Studio,"Role-Playing, Japanese-Style",4.6,"Not Bad"
"Persona 4 Arena Ultimax",PC,17-03-2022,"Arc System Works","Action, Fighting, 2D",4.9,"Not Bad"
"Persona 5 Tactica",PC,17-11-2023,P-Studio,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Persona 5 Tactica",PS4,17-11-2023,P-Studio,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Persona 5 Tactica",Switch,17-11-2023,P-Studio,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Persona 5 Tactica",XONE,17-11-2023,P-Studio,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Phantasy Star Classics",iOS,27-07-2010,Sega,"Miscellaneous, Compilation",4.6,"Not Bad"
"Phantasy Star II",iOS,26-08-2010,Sega,"Role-Playing, General, Console-style RPG, Japanese-Style",4.6,"Not Bad"
"Phantasy Star II",PC,02-05-2012,Sega,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style",4.6,"Not Bad"
"Phantasy Star II",WII,18-02-2008,Sega,"Role-Playing, Console-style RPG",4.6,"Not Bad"
"Phantasy Star Online 2",PC,27-05-2020,Sega,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi, Sci-Fi",5.1,"Not Bad"
"Phantasy Star Online 2",PS4,31-08-2022,Sega,"Role-Playing, Massively Multiplayer",4.6,"Not Bad"
"Phantasy Star Online 2: New Genesis",XONE,09-06-2021,Sega,"Role-Playing, Massively Multiplayer",4.6,"Not Bad"
PictoImage,DS,02-09-2008,"Sega,  Skonec","Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",4.6,"Not Bad"
"Planet 51 The Game",DS,17-11-2009,"Firebrand Games","Action, Action Adventure, General, General",4.6,"Not Bad"
"Planet 51 The Game",PS3,17-11-2009,"Pyro Studios","Action, Action Adventure, General, General",4.6,"Not Bad"
"Planet 51 The Game",WII,17-11-2009,"Pyro Studios","Action, Action Adventure, General, General",5.8,"Not Bad"
"Planet 51 The Game",X360,17-11-2009,"Pyro Studios","Action, Action Adventure, General, General",4.6,"Not Bad"
Pulseman,WII,13-07-2009,Sega,"Action, Platformer, 2D",4.6,"Not Bad"
"Puyo Puyo Champions",PC,06-05-2019,Sega,"Puzzle, Matching",4.6,"Not Bad"
"Puyo Puyo Champions",XONE,07-05-2019,Sega,"Puzzle, Matching",4.6,"Not Bad"
"Puzzle & Glory",iOS,23-07-2015,"Demiurge Studios","Puzzle, Matching",4.6,"Not Bad"
"Puzzle Pirates",iOS,20-06-2013,Sega,"Role-Playing, Miscellaneous, Puzzle, General, General",4.6,"Not Bad"
R-Type,"Master System)",02-11-2009,Irem,"Action, Shooter, Scrolling",4.6,"Not Bad"
"Rambo: First Blood Part II",WII,13-07-2009,Sega,"Action, Shooter, Scrolling",4.6,"Not Bad"
"Renegade Ops: Coldstrike Campaign",PC,19-12-2011,"Avalanche Studios","Action, General, General, Shooter, "Shoot-Em-Up""",5.7,"Not Bad"
"Renegade Ops: Coldstrike Campaign",PS3,19-12-2011,"Avalanche Studios","Action, General, General, Shooter, "Shoot-Em-Up""",4.6,"Not Bad"
"Renegade Ops: Coldstrike Campaign",X360,19-12-2011,"Avalanche Studios","Action, General, General, Shooter, "Shoot-Em-Up""",4.6,"Not Bad"
"Renegade Ops: Reinforcement Pack",PC,19-12-2011,"Avalanche Studios","Action, General, General, Shooter, "Shoot-Em-Up""",4.6,"Not Bad"
"Renegade Ops: Vehicle Pack",PS3,19-12-2011,"Avalanche Studios","Action, General, General, Shooter, "Shoot-Em-Up""",4.6,"Not Bad"
"Renegade Ops: Vehicle Pack",X360,19-12-2011,"Avalanche Studios","Action, General, General, Shooter, "Shoot-Em-Up""",4.6,"Not Bad"
Revolve8,iOS,05-02-2019,Sega,"Strategy, Real-Time, Tactics",4.6,"Not Bad"
"Rhythm Thief & the Paris Caper",iOS,09-01-2014,Sega,"Action, Miscellaneous, Rhythm, General, Music",4.6,"Not Bad"
Rise,"Creative Assembly)",26-07-2016,"Creative Assembly","Puzzle, Action",4.6,"Not Bad"
"Rise of Knights",iOS,16-07-2015,"Three Rings","Role-Playing, General",4.6,"Not Bad"
Ristar,iOS,09-08-2017,Sega,"Action, Platformer, 2D",4.6,"Not Bad"
Ristar,WII,04-12-2006,"Sonic Team","Action, Platformer, 2D",4.6,"Not Bad"
"Samba de Amigo: Party Central",Switch,29-08-2023,Sega,"Action, Rhythm, Music",4.6,"Not Bad"
"SAMURAI BLOODSHOW :  les vagues blanches, les nuages rouges",iOS,01-09-2011,Sega,"Miscellaneous, Board Games, Board / Card Game",4.6,"Not Bad"
"SAMURAI BLOODSHOW+",iOS,01-09-2011,Sega,"Miscellaneous, Board Games",4.6,"Not Bad"
"Sega Ages - Columns II: The Voyage Through Time",Switch,17-10-2019,"Sega,  M2","Puzzle, Matching",4.6,"Not Bad"
"Sega Ages: Alex Kidd in Miracle World",Switch,28-03-2019,"Sega,  M2","Action, Platformer, 2D",4.6,"Not Bad"
"Sega Ages: Gain Ground",Switch,28-03-2019,"Sega,  M2","Action, Shooter, "Shoot-Em-Up""",4.6,"Not Bad"
"Sega Ages: Herzog Zwei",Switch,24-09-2020,"M2,  TechnoSoft","Strategy, Real-Time, General",4.6,"Not Bad"
"Sega Ages: Ichidant-R",Switch,17-10-2019,"M2,  CRI","Miscellaneous, Party / Minigame",4.6,"Not Bad"
"Sega Ages: Thunder Force AC",Switch,28-05-2020,"M2,  TechnoSoft","Action, Shooter, "Shoot-Em-Up""",4.6,"Not Bad"
"Sega Bass Fishing",WII,26-02-2008,"Cavia Inc.","Sports, Individual, Nature, Fishing, Fishing",5.9,"Not Bad"
"Sega Bass Fishing Duel",PS2,23-09-2002,"Wow Entertainment","Sports, Nature, Fishing",4.6,"Not Bad"
"Sega Casino",DS,10-10-2005,TOSE,"Miscellaneous, Parlor, Gambling, Gambling",4.6,"Not Bad"
"SEGA Columns Deluxe",iOS,30-05-2008,Sega,"Miscellaneous, Puzzle, Puzzle, Puzzle, Matching, Matching",4.6,"Not Bad"
"Sega Fun Pack: Sonic and the Secret Rings / Super Monkey Ball: Banana Blitz",WII,19-03-2009,Sega,"Miscellaneous, Compilation, Compilation",4.6,"Not Bad"
"Sega Genesis Classic Collection: Gold Edition",PC,15-03-2011,Sega,"Miscellaneous, Compilation, Compilation",4.6,"Not Bad"
"SEGA Genesis Classics",PC,01-06-2010,Various,"Miscellaneous, Compilation",4.6,"Not Bad"
"SEGA Genesis Classics Pack",PC,01-06-2010,Sega,"Miscellaneous, Compilation, Compilation",4.6,"Not Bad"
"SEGA Genesis Classics Pack 2",PC,13-09-2010,Sega,"Miscellaneous, Compilation, Compilation",4.6,"Not Bad"
"SEGA Genesis Classics Pack 3",PC,26-10-2010,Sega,"Miscellaneous, Compilation, Compilation",4.6,"Not Bad"
"SEGA Genesis Classics Pack 4",PC,26-01-2011,Sega,"Miscellaneous, Compilation, Compilation",4.6,"Not Bad"
"Sega GT",PC,19-10-2001,"Wow Entertainment","Driving, Racing, Arcade, Automobile",4.6,"Not Bad"
"SEGA POCKET CLUB MANAGER",iOS,27-09-2018,Sega,"Sports, Team, Soccer, Management",4.6,"Not Bad"
"Sega Rally Championship",GBA,10-03-2003,Sega,"Driving, Racing, Arcade",4.6,"Not Bad"
"SEGA Rally Online Arcade",X360,18-05-2011,"Sumo Digital","Driving, Racing, Arcade, Arcade, Automobile",5.6,"Not Bad"
"SEGA Slots",iOS,23-08-2017,"Fox Cub Games","Miscellaneous, Gambling",4.6,"Not Bad"
"Sega Touring Car Championship",PC,31-01-1998,Sega,"Driving, Racing, Arcade, GT / Street, Automobile",4.6,"Not Bad"
"SEGA Vintage Collection: Alex Kidd & Co.",PS3,08-01-2013,Sega,"Miscellaneous, Compilation",4.6,"Not Bad"
"SEGA Vintage Collection: Monster World",PS3,08-01-2013,Sega,"Miscellaneous, Compilation",4.6,"Not Bad"
"Sega Vintage Collection: ToeJam & Earl",PS3,26-03-2013,M2,"Miscellaneous, Compilation",4.6,"Not Bad"
"Shadow Dancer",PC,01-06-2010,Sega,"Action, Platformer, Platformer, 2D, 2D",4.6,"Not Bad"
"Shadow Dancer",WII,18-01-2010,Sega,"Action, Platformer, 2D",4.6,"Not Bad"
"Shadow the Hedgehog",PS2,15-11-2005,"Sonic Team","Action, Platformer, 3D",6,"Not Bad"
"Shadow the Hedgehog",XBOX,15-11-2005,Sega,"Action, Platformer, 3D",6,"Not Bad"
"Shining in the Darkness",PC,26-01-2011,Sega,"Role-Playing, First-Person, First-Person, Western-Style",4.6,"Not Bad"
"Shining in the Darkness",WII,13-08-2007,"Climax Entertainment","Role-Playing, First-Person",4.6,"Not Bad"
"Shinobi III: Return of the Ninja Master",PC,01-06-2010,Sega,"Action, Platformer, Platformer, 2D, 2D",4.6,"Not Bad"
"Shinobi III: Return of the Ninja Master",WII,20-08-2007,Sega,"Action, General",4.6,"Not Bad"
SolSeraph,PC,10-07-2019,"ACE Team","Action Adventure, General",6,"Not Bad"
SolSeraph,Switch,10-07-2019,"ACE Team","Action Adventure, General",4.6,"Not Bad"
SolSeraph,XONE,10-07-2019,"ACE Team","Action Adventure, General",4.6,"Not Bad"
"Sonic & All-Stars Racing Transformed",3DS,12-02-2013,"Sumo Digital","Driving, Racing, Arcade, Kart, Other, Kart, Automobile",5.8,"Not Bad"
"Sonic & Knuckles Collection",PC,14-03-1997,Sega,"Miscellaneous, Compilation, Compilation",4.6,"Not Bad"
"Sonic 20th Anniversary",iOS,10-06-2011,Sega,"Action, General, General",4.6,"Not Bad"
"Sonic at the Olympic Games",iOS,07-05-2020,Sega,"Sports, Individual, Athletics",4.6,"Not Bad"
"Sonic at the Olympic Winter Games",iOS,29-01-2010,Sega,"Sports, General, General, Individual, Athletics",4.6,"Not Bad"
"Sonic Colors: Ultimate",PC,07-09-2021,Sega,"Action, Platformer, 2D, 3D",5.7,"Not Bad"
"Sonic Colors: Ultimate",Switch,07-09-2021,"Sega,  Blind Squirrel Entertainment","Action, Platformer, 2D, 3D",5.3,"Not Bad"
"Sonic Dash+",iOS,08-04-2022,Sega,"Action, Platformer, 3D",4.6,"Not Bad"
"Sonic Forces",PC,07-11-2017,"Sonic Team","Action, Action Adventure, General, Platformer, 3D",6,"Not Bad"
"Sonic Forces / Super Monkey Ball: Banana Blitz HD Double Pack",Switch,27-10-2020,"Sega,  Raiser Games","Miscellaneous, Compilation",4.6,"Not Bad"
"Sonic Forces: Super Sonic",PC,22-12-2017,"Sonic Team","Action, Action Adventure, General, Platformer, 3D",4.6,"Not Bad"
"Sonic Forces: Super Sonic",PS4,22-12-2017,"Sonic Team","Action, Action Adventure, General, Platformer, 3D",4.6,"Not Bad"
"Sonic Generations: Casino Night Pinball",PC,26-12-2011,Sega,"Action, Miscellaneous, Parlor, Platformer, Pinball, 3D",4.6,"Not Bad"
"Sonic Mania / Team Sonic Racing Double Pack",Switch,27-10-2020,"Sega,  Raiser Games","Miscellaneous, Compilation",4.6,"Not Bad"
"Sonic Mania: Encore Pack",PC,17-07-2018,Sega,"Action, Platformer, 2D",4.6,"Not Bad"
"Sonic Mania: Encore Pack",Switch,18-07-2018,Sega,"Action, Platformer, 2D",4.6,"Not Bad"
"Sonic Mania: Encore Pack",XONE,18-07-2018,Sega,"Action, Platformer, 2D",4.6,"Not Bad"
"Sonic Origins",PC,23-06-2022,Sega,"Miscellaneous, Compilation",4.8,"Not Bad"
"Sonic Origins",PS4,23-06-2022,Sega,"Miscellaneous, Compilation",5.9,"Not Bad"
"Sonic Origins",XONE,23-06-2022,Sega,"Miscellaneous, Compilation",5.1,"Not Bad"
"Sonic Origins Plus",PC,23-06-2023,Sega,"Miscellaneous, Compilation",4.6,"Not Bad"
"Sonic Origins Plus",XONE,23-06-2023,Sega,"Miscellaneous, Compilation",4.6,"Not Bad"
"Sonic Origins Plus - Expansion Pack",PC,23-06-2023,Sega,"Miscellaneous, Compilation",4.6,"Not Bad"
"Sonic Origins Plus - Expansion Pack",PS4,23-06-2023,Sega,"Miscellaneous, Compilation",4.6,"Not Bad"
"Sonic Origins Plus - Expansion Pack",Switch,23-06-2023,Sega,"Miscellaneous, Compilation",4.6,"Not Bad"
"Sonic Origins Plus - Expansion Pack",XONE,23-06-2023,Sega,"Miscellaneous, Compilation",4.6,"Not Bad"
"Sonic Racing",iOS,19-09-2019,"Hardlight Studio","Racing, Arcade, Automobile",4.6,"Not Bad"
"Sonic Superstars",PC,17-10-2023,"Sega,  Arzest","Action, Platformer, 2D",4.6,"Not Bad"
"Sonic Superstars",PS4,17-10-2023,"Sega,  Arzest","Action, Platformer, 2D",4.6,"Not Bad"
"Sonic Superstars",Switch,17-10-2023,"Sega,  Arzest","Action, Platformer, 2D",4.6,"Not Bad"
"Sonic Superstars",XONE,17-10-2023,"Sega,  Arzest","Action, Platformer, 2D",4.6,"Not Bad"
"Sonic the Fighters",PS3,27-11-2012,"Sega AM2","Action, Fighting, Fighting, 3D, 3D",6,"Not Bad"
"Sonic the Hedgehog",PS3,30-01-2007,"Sonic Team","Action, Platformer, Platformer, 3D, 2D, 3D",4.6,"Not Bad"
"Sonic the Hedgehog",X360,14-11-2006,"Sega,  Sonic Team","Action, Platformer, Platformer, 3D, 2D, 3D",5.3,"Not Bad"
"Sonic the Hedgehog 4: Episode 1",iOS,07-10-2010,Sega,"Action, General, Platformer, Platformer, 2D, 2D",5.7,"Not Bad"
"Sonic the Hedgehog 4: Episode I",PC,19-01-2012,"Dimps Corporation","Action, Platformer, Platformer, 2D, 2D",5.7,"Not Bad"
"Sonic the Hedgehog 4: Episode I",PS3,12-10-2010,"Dimps Corporation","Action, General, Platformer, 2D",6,"Not Bad"
"Sonic the Hedgehog 4: Episode I",X360,13-10-2010,"Dimps Corporation","Action, General, Platformer, Platformer, 2D, 2D",5.1,"Not Bad"
"Sonic the Hedgehog 4: Episode I HD",iOS,21-12-2011,Sega,"Action, General",4.6,"Not Bad"
"Sonic Unleashed: Apotos & Shamar Adventure Pack",PS3,04-06-2009,"Sonic Team","Action, Platformer, Platformer, 3D, 2D, 3D",4.6,"Not Bad"
"Sonic Unleashed: Apotos & Shamar Adventure Pack",X360,21-05-2009,"Sonic Team","Action, Platformer, Platformer, 3D, 2D, 3D",4.6,"Not Bad"
"Sonic Unleashed: Chun-nan Adventure Pack",PS3,12-03-2009,"Sonic Team","Action, Platformer, Platformer, 3D, 2D, 3D",4.6,"Not Bad"
"Sonic Unleashed: Chun-nan Adventure Pack",X360,12-03-2009,"Sonic Team","Action, Platformer, Platformer, 3D, 2D, 3D",4.6,"Not Bad"
"Sonic Unleashed: Empire City & Adabat Adventure Pack",PS3,11-06-2009,"Sonic Team","Action, Platformer, Platformer, 3D, 2D, 3D",4.6,"Not Bad"
"Sonic Unleashed: Empire City & Adabat Adventure Pack",X360,11-06-2009,"Sonic Team","Action, Platformer, Platformer, 3D, 2D, 3D",4.6,"Not Bad"
"Sonic Unleashed: Holoska Adventure Pack",PS3,23-04-2009,"Sonic Team","Action, Platformer, Platformer, 3D, 2D, 3D",4.6,"Not Bad"
"Sonic Unleashed: Holoska Adventure Pack",X360,09-04-2009,"Sonic Team","Action, Platformer, Platformer, 3D, 2D, 3D",4.6,"Not Bad"
"Sonic Unleashed: Mazuri Adventure Pack",PS3,07-05-2009,"Sonic Team","Action, Platformer, Platformer, 3D, 2D, 3D",4.6,"Not Bad"
"Sonic Unleashed: Mazuri Adventure Pack",X360,30-04-2009,"Sonic Team","Action, Platformer, Platformer, 3D, 2D, 3D",4.6,"Not Bad"
"Sonic Unleashed: Spagonia Adventure Pack",PS3,16-04-2009,"Sonic Team","Action, Platformer, Platformer, 3D, 2D, 3D",4.6,"Not Bad"
"Sonic Unleashed: Spagonia Adventure Pack",X360,26-03-2009,"Sonic Team","Action, Platformer, Platformer, 3D, 2D, 3D",4.6,"Not Bad"
"Soul Hackers 2",PC,26-08-2022,"Artdink,  Atlus","Role-Playing, Japanese-Style",5.3,"Not Bad"
"Soul Hackers 2",PS4,26-08-2022,Atlus,"Role-Playing, Japanese-Style",5.9,"Not Bad"
"Soul Hackers 2",XONE,26-08-2022,"Artdink,  Atlus","Role-Playing, Japanese-Style",4.3,"Not Bad"
"Space Harrier",Arcade),15-06-2009,Sega,"Action, Shooter, Scrolling",4.6,"Not Bad"
"Space Harrier","Master System)",03-11-2008,Sega,"Action, Shooter, Scrolling",4.6,"Not Bad"
"Space Harrier II",iOS,22-07-2010,Sega,"Action, General, Shooter, Scrolling, Rail",4.6,"Not Bad"
"Space Harrier II",PC,01-06-2010,Sega,"Action, Shooter, Shooter, Scrolling, Scrolling, Rail",4.6,"Not Bad"
"Space Harrier II",WII,18-12-2006,Sega,"Action, Shooter, Scrolling",4.6,"Not Bad"
"Spellwood - Word Game Adventure",iOS,16-11-2012,Sega,"Miscellaneous, Puzzle, Logic",4.6,"Not Bad"
